3 0 0, -0.707107 -0 0.707107,-0.853119,-0.808209
2.89778 0.776457 0, -0.683013 -0.183013 0.707107,-0.853119,-0.808209
2.59808 1.5 0, -0.612372 -0.353553 0.707107,-0.8394,-0.808209
2.12132 2.12132 0, -0.5 -0.5 0.707107,-0.8394,-0.808209
1.5 2.59808 0, -0.353553 -0.612372 0.707107,-0.8394,-0.808209
0.776457 2.89778 0, -0.183013 -0.683013 0.707107,-0.8394,-0.808209
-3.10235e-13 3 0, 7.3123e-14 -0.707107 0.707107,-0.828322,-0.808209
-0.776457 2.89778 0, 0.183013 -0.683013 0.707107,-0.828322,-0.808209
-1.5 2.59808 0, 0.353553 -0.612372 0.707107,-0.827444,-0.808209
-2.12132 2.12132 0, 0.5 -0.5 0.707107,-0.827444,-0.808209
-2.59808 1.5 0, 0.612372 -0.353553 0.707107,-0.823571,-0.808209
-2.89778 0.776457 0, 0.683013 -0.183013 0.707107,-0.823571,-0.808209
-3 -6.23134e-13 0, 0.707107 1.46874e-13 0.707107,-0.822684,-0.808209
-2.89778 -0.776457 0, 0.683013 0.183013 0.707107,-0.822684,-0.808209
-2.59808 -1.5 0, 0.612372 0.353553 0.707107,-0.818522,-0.808209
-2.12132 -2.12132 0, 0.5 0.5 0.707107,-0.818522,-0.808209
-1.5 -2.59808 0, 0.353553 0.612372 0.707107,-0.817635,-0.808209
-0.776457 -2.89778 0, 0.183013 0.683013 0.707107,-0.817635,-0.808209
9.37365e-13 -3 0, -2.20939e-13 0.707107 0.707107,-0.816163,-0.808209
0.776457 -2.89778 0, -0.183013 0.683013 0.707107,-0.816163,-0.808209
1.5 -2.59808 0, -0.353553 0.612372 0.707107,-0.816163,-0.808209
2.12132 -2.12132 0, -0.5 0.5 0.707107,-0.816163,-0.808209
2.59808 -1.5 0, -0.612372 0.353553 0.707107,-0.815252,-0.808209
2.89778 -0.776457 0, -0.683013 0.183013 0.707107,-0.815252,-0.808209
2.95 0 0.05, -0.707107 -0 -0.707107,-0.815252,-0.808209
2.84948 0.763516 0.05, -0.683013 -0.183013 -0.707107,-0.815252,-0.808209
2.55477 1.475 0.05, -0.612372 -0.353553 -0.707107,-0.813198,-0.808209
2.08597 2.08597 0.05, -0.5 -0.5 -0.707107,-0.813198,-0.808209
1.475 2.55477 0.05, -0.353553 -0.612372 -0.707107,-0.812322,-0.808209
0.763516 2.84948 0.05, -0.183013 -0.683013 -0.707107,-0.812322,-0.808209
-3.05064e-13 2.95 0.05, 7.3123e-14 -0.707107 -0.707107,-0.811395,-0.808209
-0.763516 2.84948 0.05, 0.183013 -0.683013 -0.707107,-0.811395,-0.808209
-1.475 2.55477 0.05, 0.353553 -0.612372 -0.707107,-0.811395,-0.808209
-2.08597 2.08597 0.05, 0.5 -0.5 -0.707107,-0.811395,-0.808209
-2.55477 1.475 0.05, 0.612372 -0.353553 -0.707107,-0.810474,-0.808209
-2.84948 0.763516 0.05, 0.683013 -0.183013 -0.707107,-0.810474,-0.808209
-2.95 -6.12748e-13 0.05, 0.707107 1.46874e-13 -0.707107,-0.810474,-0.808209
-2.84948 -0.763516 0.05, 0.683013 0.183013 -0.707107,-0.810474,-0.808209
-2.55477 -1.475 0.05, 0.612372 0.353553 -0.707107,-0.807623,-0.808209
-2.08597 -2.08597 0.05, 0.5 0.5 -0.707107,-0.807623,-0.808209
-1.475 -2.55477 0.05, 0.353553 0.612372 -0.707107,-0.806766,-0.808209
-0.763516 -2.84948 0.05, 0.183013 0.683013 -0.707107,-0.806766,-0.808209
9.21743e-13 -2.95 0.05, -2.20939e-13 0.707107 -0.707107,-0.806328,-0.808209
0.763516 -2.84948 0.05, -0.183013 0.683013 -0.707107,-0.806328,-0.808209
1.475 -2.55477 0.05, -0.353553 0.612372 -0.707107,-0.806328,-0.808209
2.08597 -2.08597 0.05, -0.5 0.5 -0.707107,-0.806328,-0.808209
2.55477 -1.475 0.05, -0.612372 0.353553 -0.707107,-0.805406,-0.808209
2.84948 -0.763516 0.05, -0.683013 0.183013 -0.707107,-0.805406,-0.808209
2.9 0 0.1, -0.707107 -0 -0.707107,-0.805406,-0.808208
2.80118 0.750575 0.1, -0.683013 -0.183013 -0.707107,-0.805406,-0.808208
2.51147 1.45 0.1, -0.612372 -0.353553 -0.707107,-0.80182,-0.808208
2.05061 2.05061 0.1, -0.5 -0.5 -0.707107,-0.80182,-0.808208
1.45 2.51147 0.1, -0.353553 -0.612372 -0.707107,-0.80099,-0.808208
0.750575 2.80118 0.1, -0.183013 -0.683013 -0.707107,-0.80099,-0.808208
-2.99894e-13 2.9 0.1, 7.3123e-14 -0.707107 -0.707107,-0.800985,-0.808208
-0.750575 2.80118 0.1, 0.183013 -0.683013 -0.707107,-0.800985,-0.808208
-1.45 2.51147 0.1, 0.353553 -0.612372 -0.707107,-0.800985,-0.808208
-2.05061 2.05061 0.1, 0.5 -0.5 -0.707107,-0.800985,-0.808208
-2.51147 1.45 0.1, 0.612372 -0.353553 -0.707107,-0.800073,-0.808208
-2.80118 0.750575 0.1, 0.683013 -0.183013 -0.707107,-0.800073,-0.808208
-2.9 -6.02363e-13 0.1, 0.707107 1.46874e-13 -0.707107,-0.800073,-0.808208
-2.80118 -0.750575 0.1, 0.683013 0.183013 -0.707107,-0.800073,-0.808208
-2.51147 -1.45 0.1, 0.612372 0.353553 -0.707107,-0.798886,-0.808208
-2.05061 -2.05061 0.1, 0.5 0.5 -0.707107,-0.798886,-0.808208
-1.45 -2.51147 0.1, 0.353553 0.612372 -0.707107,-0.798886,-0.808208
-0.750575 -2.80118 0.1, 0.183013 0.683013 -0.707107,-0.798886,-0.808208
9.0612e-13 -2.9 0.1, -2.20939e-13 0.707107 -0.707107,-0.795811,-0.808208
0.750575 -2.80118 0.1, -0.183013 0.683013 -0.707107,-0.795811,-0.808208
1.45 -2.51147 0.1, -0.353553 0.612372 -0.707107,-0.79539,-0.808208
2.05061 -2.05061 0.1, -0.5 0.5 -0.707107,-0.79539,-0.808208
2.51147 -1.45 0.1, -0.612372 0.353553 -0.707107,-0.79539,-0.808208
2.80118 -0.750575 0.1, -0.683013 0.183013 -0.707107,-0.79539,-0.808208
2.85 0 0.15, -0.707107 -0 -0.707107,-0.795015,-0.808208
2.75289 0.737634 0.15, -0.683013 -0.183013 -0.707107,-0.795015,-0.808208
2.46817 1.425 0.15, -0.612372 -0.353553 -0.707107,-0.794497,-0.808208
2.01525 2.01525 0.15, -0.5 -0.5 -0.707107,-0.794497,-0.808208
1.425 2.46817 0.15, -0.353553 -0.612372 -0.707107,-0.794497,-0.808208
0.737634 2.75289 0.15, -0.183013 -0.683013 -0.707107,-0.794497,-0.808208
-2.94723e-13 2.85 0.15, 7.3123e-14 -0.707107 -0.707107,-0.789616,-0.808208
-0.737634 2.75289 0.15, 0.183013 -0.683013 -0.707107,-0.789616,-0.808208
-1.425 2.46817 0.15, 0.353553 -0.612372 -0.707107,-0.789567,-0.808208
-2.01525 2.01525 0.15, 0.5 -0.5 -0.707107,-0.789567,-0.808208
-2.46817 1.425 0.15, 0.612372 -0.353553 -0.707107,-0.789567,-0.808208
-2.75289 0.737634 0.15, 0.683013 -0.183013 -0.707107,-0.789567,-0.808208
-2.85 -5.91977e-13 0.15, 0.707107 1.46874e-13 -0.707107,-0.788862,-0.808208
-2.75289 -0.737634 0.15, 0.683013 0.183013 -0.707107,-0.788862,-0.808208
-2.46817 -1.425 0.15, 0.612372 0.353553 -0.707107,-0.7887,-0.808208
-2.01525 -2.01525 0.15, 0.5 0.5 -0.707107,-0.7887,-0.808208
-1.425 -2.46817 0.15, 0.353553 0.612372 -0.707107,-0.7887,-0.808208
-0.737634 -2.75289 0.15, 0.183013 0.683013 -0.707107,-0.7887,-0.808208
8.90497e-13 -2.85 0.15, -2.20939e-13 0.707107 -0.707107,-0.783537,-0.808208
0.737634 -2.75289 0.15, -0.183013 0.683013 -0.707107,-0.783537,-0.808208
1.425 -2.46817 0.15, -0.353553 0.612372 -0.707107,-0.783537,-0.808208
2.01525 -2.01525 0.15, -0.5 0.5 -0.707107,-0.783537,-0.808208
2.46817 -1.425 0.15, -0.612372 0.353553 -0.707107,-0.783257,-0.808208
2.75289 -0.737634 0.15, -0.683013 0.183013 -0.707107,-0.783257,-0.808208
2.8 0 0.2, -0.707107 -0 -0.707107,-0.782704,-0.808205
2.70459 0.724693 0.2, -0.683013 -0.183013 -0.707107,-0.782704,-0.808205
2.42487 1.4 0.2, -0.612372 -0.353553 -0.707107,-0.782704,-0.808205
1.9799 1.9799 0.2, -0.5 -0.5 -0.707107,-0.782704,-0.808205
1.4 2.42487 0.2, -0.353553 -0.612372 -0.707107,-0.782548,-0.808205
0.724693 2.70459 0.2, -0.183013 -0.683013 -0.707107,-0.782548,-0.808205
-2.89552e-13 2.8 0.2, 7.3123e-14 -0.707107 -0.707107,-0.780492,-0.808205
-0.724693 2.70459 0.2, 0.183013 -0.683013 -0.707107,-0.780492,-0.808205
-1.4 2.42487 0.2, 0.353553 -0.612372 -0.707107,-0.780492,-0.808205
-1.9799 1.9799 0.2, 0.5 -0.5 -0.707107,-0.780492,-0.808205
-2.42487 1.4 0.2, 0.612372 -0.353553 -0.707107,-0.77948,-0.808205
-2.70459 0.724693 0.2, 0.683013 -0.183013 -0.707107,-0.77948,-0.808205
-2.8 -5.81592e-13 0.2, 0.707107 1.46874e-13 -0.707107,-0.77948,-0.808205
-2.70459 -0.724693 0.2, 0.683013 0.183013 -0.707107,-0.77948,-0.808205
-2.42487 -1.4 0.2, 0.612372 0.353553 -0.707107,-0.777322,-0.808205
-1.9799 -1.9799 0.2, 0.5 0.5 -0.707107,-0.777322,-0.808205
-1.4 -2.42487 0.2, 0.353553 0.612372 -0.707107,-0.777322,-0.808205
-0.724693 -2.70459 0.2, 0.183013 0.683013 -0.707107,-0.777322,-0.808205
8.74874e-13 -2.8 0.2, -2.20939e-13 0.707107 -0.707107,-0.776751,-0.808205
0.724693 -2.70459 0.2, -0.183013 0.683013 -0.707107,-0.776751,-0.808205
1.4 -2.42487 0.2, -0.353553 0.612372 -0.707107,-0.776529,-0.808205
1.9799 -1.9799 0.2, -0.5 0.5 -0.707107,-0.776529,-0.808205
2.42487 -1.4 0.2, -0.612372 0.353553 -0.707107,-0.776529,-0.808205
2.70459 -0.724693 0.2, -0.683013 0.183013 -0.707107,-0.776529,-0.808205
2.75 0 0.25, -0.707107 -0 -0.707107,-0.776093,-0.808191
2.6563 0.711752 0.25, -0.683013 -0.183013 -0.707107,-0.776093,-0.808191
2.38157 1.375 0.25, -0.612372 -0.353553 -0.707107,-0.775671,-0.808191
1.94454 1.94454 0.25, -0.5 -0.5 -0.707107,-0.775671,-0.808191
1.375 2.38157 0.25, -0.353553 -0.612372 -0.707107,-0.775671,-0.808191
0.711752 2.6563 0.25, -0.183013 -0.683013 -0.707107,-0.775671,-0.808191
-2.84382e-13 2.75 0.25, 7.3123e-14 -0.707107 -0.707107,-0.774645,-0.808191
-0.711752 2.6563 0.25, 0.183013 -0.683013 -0.707107,-0.774645,-0.808191
-1.375 2.38157 0.25, 0.353553 -0.612372 -0.707107,-0.774645,-0.808191
-1.94454 1.94454 0.25, 0.5 -0.5 -0.707107,-0.774645,-0.808191
-2.38157 1.375 0.25, 0.612372 -0.353553 -0.707107,-0.770942,-0.808191
-2.6563 0.711752 0.25, 0.683013 -0.183013 -0.707107,-0.770942,-0.808191
-2.75 -5.71206e-13 0.25, 0.707107 1.46874e-13 -0.707107,-0.770942,-0.808191
-2.6563 -0.711752 0.25, 0.683013 0.183013 -0.707107,-0.770942,-0.808191
-2.38157 -1.375 0.25, 0.612372 0.353553 -0.707107,-0.770547,-0.808191
-1.94454 -1.94454 0.25, 0.5 0.5 -0.707107,-0.770547,-0.808191
-1.375 -2.38157 0.25, 0.353553 0.612372 -0.707107,-0.770547,-0.808191
-0.711752 -2.6563 0.25, 0.183013 0.683013 -0.707107,-0.770547,-0.808191
8.59252e-13 -2.75 0.25, -2.20939e-13 0.707107 -0.707107,-0.770194,-0.808191
0.711752 -2.6563 0.25, -0.183013 0.683013 -0.707107,-0.770194,-0.808191
1.375 -2.38157 0.25, -0.353553 0.612372 -0.707107,-0.770194,-0.808191
1.94454 -1.94454 0.25, -0.5 0.5 -0.707107,-0.770194,-0.808191
2.38157 -1.375 0.25, -0.612372 0.353553 -0.707107,-0.770116,-0.808191
2.6563 -0.711752 0.25, -0.683013 0.183013 -0.707107,-0.770116,-0.808191
2.7 0 0.3, -0.707107 -0 -0.707107,-0.769517,-0.808183
2.608 0.698811 0.3, -0.683013 -0.183013 -0.707107,-0.769517,-0.808183
2.33827 1.35 0.3, -0.612372 -0.353553 -0.707107,-0.769517,-0.808183
1.90919 1.90919 0.3, -0.5 -0.5 -0.707107,-0.769517,-0.808183
1.35 2.33827 0.3, -0.353553 -0.612372 -0.707107,-0.769513,-0.808183
0.698811 2.608 0.3, -0.183013 -0.683013 -0.707107,-0.769513,-0.808183
-2.79211e-13 2.7 0.3, 7.3123e-14 -0.707107 -0.707107,-0.765145,-0.808183
-0.698811 2.608 0.3, 0.183013 -0.683013 -0.707107,-0.765145,-0.808183
-1.35 2.33827 0.3, 0.353553 -0.612372 -0.707107,-0.765145,-0.808183
-1.90919 1.90919 0.3, 0.5 -0.5 -0.707107,-0.765145,-0.808183
-2.33827 1.35 0.3, 0.612372 -0.353553 -0.707107,-0.764415,-0.808183
-2.608 0.698811 0.3, 0.683013 -0.183013 -0.707107,-0.764415,-0.808183
-2.7 -5.6082e-13 0.3, 0.707107 1.46874e-13 -0.707107,-0.764415,-0.808183
-2.608 -0.698811 0.3, 0.683013 0.183013 -0.707107,-0.764415,-0.808183
-2.33827 -1.35 0.3, 0.612372 0.353553 -0.707107,-0.76412,-0.808183
-1.90919 -1.90919 0.3, 0.5 0.5 -0.707107,-0.76412,-0.808183
-1.35 -2.33827 0.3, 0.353553 0.612372 -0.707107,-0.76412,-0.808183
-0.698811 -2.608 0.3, 0.183013 0.683013 -0.707107,-0.76412,-0.808183
