2, 0, 0, -0.894427, -0, 0.447214,-1,-1
1.9997, 0.0349048, 0, -0.894291, -0.0156099, 0.447214,-1,-1
1.99878, 0.069799, 0, -0.893882, -0.0312151, 0.447214,-1,-1
1.99726, 0.104672, 0, -0.893201, -0.0468107, 0.447214,-1,-1
1.99513, 0.139513, 0, -0.892248, -0.0623921, 0.447214,-0.999923,-1
1.99239, 0.174311, 0, -0.891024, -0.0779545, 0.447214,-0.999923,-1
1.98904, 0.209057, 0, -0.889527, -0.0934931, 0.447214,-0.999923,-1
1.98509, 0.243739, 0, -0.88776, -0.109003, 0.447214,-0.999923,-1
1.98054, 0.278346, 0, -0.885723, -0.12448, 0.447214,-0.999922,-1
1.97538, 0.312869, 0, -0.883415, -0.139919, 0.447214,-0.999922,-1
1.96962, 0.347296, 0, -0.880839, -0.155316, 0.447214,-0.999922,-1
1.96325, 0.381618, 0, -0.877994, -0.170665, 0.447214,-0.999922,-1
1.9563, 0.415823, 0, -0.874882, -0.185962, 0.447214,-0.999692,-1
1.94874, 0.449902, 0, -0.871503, -0.201202, 0.447214,-0.999692,-1
1.94059, 0.483844, 0, -0.867859, -0.216382, 0.447214,-0.999692,-1
1.93185, 0.517638, 0, -0.86395, -0.231495, 0.447214,-0.999692,-1
1.92252, 0.551275, 0, -0.859779, -0.246538, 0.447214,-0.999689,-1
1.91261, 0.584743, 0, -0.855345, -0.261505, 0.447214,-0.999689,-1
1.90211, 0.618034, 0, -0.850651, -0.276393, 0.447214,-0.999689,-1
1.89104, 0.651136, 0, -0.845698, -0.291197, 0.447214,-0.999689,-1
1.87939, 0.68404, 0, -0.840487, -0.305912, 0.447214,-0.999306,-1
1.86716, 0.716736, 0, -0.83502, -0.320534, 0.447214,-0.999306,-1
1.85437, 0.749213, 0, -0.829298, -0.335058, 0.447214,-0.999306,-1
1.84101, 0.781462, 0, -0.823325, -0.349481, 0.447214,-0.999306,-1
1.82709, 0.813473, 0, -0.8171, -0.363796, 0.447214,-0.999301,-1
1.81262, 0.845237, 0, -0.810626, -0.378001, 0.447214,-0.999301,-1
1.79759, 0.876742, 0, -0.803906, -0.392091, 0.447214,-0.999301,-1
1.78201, 0.907981, 0, -0.79694, -0.406061, 0.447214,-0.999301,-1
1.7659, 0.938943, 0, -0.789732, -0.419908, 0.447214,-0.998926,-1
1.74924, 0.969619, 0, -0.782284, -0.433627, 0.447214,-0.998926,-1
1.73205, 1, 0, -0.774597, -0.447214, 0.447214,-0.998926,-1
1.71433, 1.03008, 0, -0.766674, -0.460664, 0.447214,-0.998926,-1
1.6961, 1.05984, 0, -0.758517, -0.473974, 0.447214,-0.998916,-1
1.67734, 1.08928, 0, -0.75013, -0.48714, 0.447214,-0.998916,-1
